Gene stable ID	Gene name
YDL176W	
Q0160	SCEI
YOL029C	
YEL059W	HHY1
YNR036C	
YDR130C	
YEL040W	UTR2
YBR284W	
YDR214W	
YGL145W	TIP20
YDR002W	YRB1
YDL242W	
YLR253W	
YKL183C-A	
YEL010W	
YKR058W	
YJR130C	
YGR228W	
YGR086C	
YPL092W	SSU1
YDR266C	
YML001W	YPT7
YIL016W	
YGR273C	
YDR199W	
YBR091C	TIM12
YGL050W	
YIL119C	
YOL046C	
YGR183C	QCR9
YMR308C	PSE1
tS(UGA)I	
YNL039W	BDP1
YJR140W-A	
YPL145C	KES1
YMR240C	
YKR094C	RPL40B
YDR406W-A	YDR406W-A
YLR424W	SPP382
YGL228W	
YKL110C	KTI12
YPL198W	RPL7B
tI(AAU)B	
YNL043C	
YNR055C	
YJR146W	
YPL006W	
YHR132C	
YPR161C	SGV1
YKL094W	
YFL032W	
YKR099W	
YEL032W	
YJR067C	
YBR294W	SUL1
YBR083W	TEC1
YIL161W	
YBL080C	
YEL008C-A	
YIL056W	
YDR361C	
YOR335C	ALA1
YIL082W	
YMR195W	
YML087C	
YMR304W	
YBR160W	CDC28
snR191	
YPL264C	
YDL045C	
YMR072W	
YGL168W	
YDL045W-A	MRP10
YDR505C	PSP1
YMR059W	SEN15
YGL107C	
Q0080	ATP8
YAL024C	LTE1
YOR333C	YOR333C
YLR222C-A	
YFL018C	LPD1
YBR244W	GPX2
YKL149C	DBR1
YCR081C-A	
tI(AAU)P1	
YLR250W	
YBR218C	
YNL121C	TOM70
YAL019W	
YLR180W	SAM1
YGL079W	KXD1
YKR014C	
YGR041W	
YMR224C	MRE11
YIR039C	
YDL199C	
YJR012C	
YBR227C	
YPL218W	
YPL059W	
YIR018W	
YBL065W	
YGR197C	
YDL123W	
YOR181W	LAS17
YGR291C	
YER092W	
YOL120C	RPL18A
YML013W	UBX2
YKL172W	
YDR483W	KRE2
YGR156W	
YDR105C	
YBL086C	
YNL097W-A	
YPL192C	
YOL013W-A	YOL013W-A
YML085C	
YLR458W	
YBR124W	
YIL158W	
YDR470C	
YMR017W	SPO20
YDR469W	SDC1
tA(UGC)G	
YOR212W	STE4
YOL124C	
YJR100C	
YOR023C	
YOL038W	
YBR247C	ENP1
YBR179C	
YLR181C	
YGL017W	ATE1
YGR167W	CLC1
snR76	SNR76
YJR044C	
YGL110C	
YDR451C	
YDR191W	
YJR053W	BFA1
YBR234C	
YDR200C	VPS64
YGL021W	
YBR243C	ALG7
YJL086C	
YCL012C	YCL012C
YLR338W	
YFR017C	
YNL246W	
YPR119W	
YOR120W	GCY1
YHR184W	SSP1
YPL111W	CAR1
YFL011W	
YKL062W	
YJL133W	
YDL139C	
YGL028C	
YHR212W-A	
YFL015C	
YPR188C	
YNR040W	
YPL240C	HSP82
YAL031W-A	
YMR083W	
YPR156C	
YOR139C	
YGR082W	TOM20
YOR021C	
YMR202W	ERG2
YGL081W	
YIL126W	STH1
YHR214C-D	
YHR007C	ERG11
YDL097C	RPN6
YJR131W	
YHR193C-A	
tY(GUA)M2	
YOR231W	MKK1
YCR007C	
YJL187C	SWE1
YMR012W	CLU1
YIL045W	
YDR085C	
YLR264C-A	
YNL284C	MRPL10
YKL143W	LTV1
YLR272C	YCS4
YGR181W	
Q0065	AI4
YOR389W	
YCR071C	
YHR005C-A	TIM10
YER172C	BRR2
YDR367W	
YOL079W	
YPL275W	
YNL061W	NOP2
YGR186W	TFG1
YCR060W	
YNR052C	POP2
YOL063C	CRT10
YFL064C	
YML101C	
YGR142W	
YPR141C	KAR3
YLR094C	
YHR097C	
YGR224W	
YDL181W	
YAL053W	FLC2
YPL244C	
YOL095C	
YDR271C	
YML090W	
YHR206W	SKN7
YNL221C	
YDR304C	CPR5
YDL015C	
YKL004W	
YDR299W	
YOR215C	
YKL180W	RPL17A
YLR282C	
YJL020C	BBC1
YLR455W	
YLR220W	
YLR167W	RPS31
YOL103W	ITR2
tN(GUU)O2	
YEL059C-A	
YDR489W	SLD5
YPL250W-A	
YOR258W	
YDR512C	
YNL315C	
YEL009C-A	
YDR197W	CBS2
YNL157W	
YGR030C	
YGL097W	SRM1
YNL091W	
YOL003C	
YKL139W	
YER183C	
YLR247C	
YDR272W	
YOR115C	
YOL154W	
YDR533C	
YGL239C	
YHR125W	
YOR270C	
YER084W	
YJR046W	TAH11
YDR526C	
YPR155C	
YOR058C	ASE1
YKL061W	
tS(AGA)H	
YDR338C	
snR161	
YIL165C	
YGR141W	
YPR103W	PRE2
YIL150C	MCM10
YBL022C	PIM1
YPR204W	
YML133W-B	
YJL213W	
YIL107C	PFK26
YGL211W	NCS6
YLR154C-H	
snR17b	SNR17B
tD(GUC)G1	
YFR052W	RPN12
YDR125C	
YBR119W	MUD1
YLR327C	TMA10
YDL206W	
tG(GCC)P2	
YMR268C	
YIL050W	
YOR285W	
YOL052C	
YNR001C	CIT1
YOL081W	IRA2
YPL224C	MMT2
YLR321C	
YNL180C	RHO5
YCL024W	
YPL179W	PPQ1
YPR101W	SNT309
YOR144C	ELG1
YMR105C	PGM2
YJR088C	
YNL182C	
YJL110C	GZF3
YBR121C-A	
YDR439W	
YML055W	SPC2
snR46	
YML057W	CMP2
YER159C	BUR6
YKL173W	SNU114
YNL099C	
YOR230W	
YDR158W	
YBR022W	
YBR019C	
YJL062W-A	COA3
YDR232W	HEM1
YNL140C	
YBL037W	
YIL117C	
YCL002C	
YNL152W	
YPL084W	BRO1
YAL003W	EFB1
YGL160W	
YPR194C	
tA(AGC)K1	
YHR126C	
YBR134W	
YNR026C	SEC12
YDR362C	TFC6
YBR182C	
YLR251W	
YER146W	
tK(UUU)O	
YDL182W	
tM(CAU)P	
YMR266W	
YFR027W	ECO1
YMR115W	MGR3
YOR281C	
YPR032W	SRO7
YMR318C	ADH6
YCR107W	
YPR099C	
YNL102W	POL1
YPR065W	ROX1
YNL297C	MON2
ETS2-2	
YPL183C	RTT10
YOR264W	
YML125C	PGA3
YEL047C	YEL047C
YBR241C	
YOR039W	CKB2
YLR032W	RAD5
YHR084W	
YNL030W	
YOR084W	
YLR308W	
YLR049C	
YOR160W	MTR10
YGR005C	
YDR243C	
tK(UUU)G2	
YLR025W	SNF7
YPL009C	
YOR392W	
YEL054C	RPL12A
YDR150W	NUM1
YLR159C-A	
YGR162W	TIF4631
YKL002W	DID4
YJL139C	
YEL067C	
YML077W	
snR41	
YDR186C	
YKR092C	
YJR129C	
YBR116C	
YFL026W	
YNL331C	
YNL137C	NAM9
YKR004C	ECM9
YLR052W	
YDR175C	
YBL108C-A	
YIL010W	
YML088W	
YLR075W	RPL10
YOL088C	
YPL257W	
YPR169W	
YPR139C	VPS66
YDR462W	MRPL28
YBR031W	RPL4A
YPL197C	
YGR251W	NOP19
YML020W	
YHR045W	
snR69	
RME2	
tN(GUU)N1	
tT(CGU)K	
YDR508C	
YNL097C	
YMR180C	CTL1
YER056C-A	RPL34A
YHR219C-A	
YLR279W	
YDL189W	
YOR341W	RPA190
YPL217C	
YOR345C	
YCR100C	
YHL002W	
YJR105W	
YMR173W-A	
YMR091C	NPL6
YOR206W	
snR53	
YGL015C	
YCR052W	
YNL150W	
YGL156W	
YBR115C	
YNL191W	
YER158W-A	
YCL040W	GLK1
YNL288W	
YOR019W	
YDR018C	
tV(AAC)K1	
YKL131W	
YLR128W	
YCL011C	GBP2
YIL146C	ATG32
YAL016W	TPD3
YJL204C	
YOL119C	
YLL056C	
YLR217W	
tT(AGU)I2	
YAL037W	
YOR214C	
YNL306W	MRPS18
YMR244C-A	
YGL087C	
YOR385W	
YHL031C	
YFL031C-A	YFL031C-A
YOL085C	
YHR094C	HXT1
YIL156W-B	
YOR114W	
YOL072W	THP1
YIL086C	
YMR191W	
YIL115W-A	
YDR492W	
RUF22	
YNR069C	
YPL102C	
YLR437C	
YER011W	TIR1
YLR054C	
YPL208W	
YLR466W	YRF1-4
YIL156W-A	
YDR542W	
YDR523C	
YDR438W	
YDL094C	
YNL105W	
YMR139W	RIM11
YBR223W-A	
YJL160C	
YBR293W	
YCR031C	RPS14A
YOR082C	
YMR290C	
YDR387C	
YDL243C	
YDL246C	
snR8	
YOL144W	
YML089C	
tL(UAA)K	
YBL055C	YBL055C
tD(GUC)Q	
YNR017W	TIM23
YIR015W	
tG(GCC)O1	
YOL048C	
YKL103C	LAP4
YBR182C-A	
YMR027W	
YOR237W	HES1
YEL041W	
YBR225W	
YLL032C	
YOR185C	GSP2
YMR172W	
YLL050C	COF1
YPL071C	
