Gene	FDR	RANKS_score
DZANK1	0.499809635211475	-0.521338044470579
PRICKLE3	0.499809635211475	-0.521310350701913
SHISA9	0.499809635211475	-0.521221710836197
ATG12	0.499809635211475	-0.521213215891927
OOEP	0.499809635211475	-0.52117513122496
LIMS1	0.499809635211475	-0.520930170092733
NR3C1	0.499809635211475	-0.520873170588473
GPR126	0.499809635211475	-0.520584681200305
TRAPPC3L	0.499809635211475	-0.52054473899284
OSBPL1A	0.499809635211475	-0.520457301219872
F7	0.499809635211475	-0.520397278351055
ACOX1	0.499809635211475	-0.520315988034099
CDC37L1	0.499809635211475	-0.520022929330096
TMEM218	0.499809635211475	-0.519959008421432
OSTF1	0.499809635211475	-0.51986561964839
RP1L1	0.499809635211475	-0.519829976827285
FBXL13	0.499809635211475	-0.519605919671299
ADAM32	0.499809635211475	-0.519451701052285
SUMO4	0.499809635211475	-0.519311261212914
CPPED1	0.499809635211475	-0.519201648247056
TMEM252	0.499809635211475	-0.519099034506591
ANO3	0.499809635211475	-0.518647085576687
PIKFYVE	0.499809635211475	-0.518453031715569
TNP1	0.499809635211475	-0.518406458345437
NAP1L3	0.499809635211475	-0.51837802027655
CRYGD	0.499809635211475	-0.518186960820513
RAB22A	0.499809635211475	-0.517929291090849
TM4SF1	0.499809635211475	-0.517857508663726
KIAA1407	0.499809635211475	-0.517607215104875
MELK	0.499809635211475	-0.517606291071027
POM121	0.499809635211475	-0.517498412907785
ZNF728	0.499809635211475	-0.517464409663315
GIMAP2	0.499809635211475	-0.517155642463016
CCDC30	0.499809635211475	-0.517151996532375
KCNJ13	0.499809635211475	-0.516552546465384
TGFBR1	0.499809635211475	-0.516349010740854
DNTT	0.499809635211475	-0.516240792509607
FSCB	0.499809635211475	-0.516214620139061
HOMER1	0.499809635211475	-0.516100979233111
MYH11	0.499809635211475	-0.516063175282304
AKAP2	0.499809635211475	-0.516038721690299
ARAP2	0.499809635211475	-0.515815619733605
OR8K1	0.499809635211475	-0.515814559407474
NRXN1	0.499809635211475	-0.515647256688583
SPANXD	0.499809635211475	-0.515598922859682
FZD6	0.499809635211475	-0.515596297657791
KRT6A	0.499809635211475	-0.515556403685553
ZNF654	0.499809635211475	-0.515350296862165
DDX60	0.499809635211475	-0.515316107722275
USP6NL	0.499809635211475	-0.515126001900929
TAS2R40	0.499809635211475	-0.515086405079569
LCORL	0.499809635211475	-0.514990865127458
FAM71B	0.499809635211475	-0.513792441577405
CD70	0.499809635211475	-0.513785607463116
ENPP6	0.499809635211475	-0.513781185291345
SPP1	0.499809635211475	-0.513744848808642
DCP1A	0.499809635211475	-0.513721213987834
XKR5	0.499809635211475	-0.513482245076777
UTS2B	0.499809635211475	-0.513293057837441
FAM134B	0.499809635211475	-0.513247532140088
TSGA10IP	0.499809635211475	-0.513198518780609
HYAL3	0.499809635211475	-0.513154398762419
OR5L1	0.499809635211475	-0.513118137641422
C1orf21	0.499809635211475	-0.513116400186284
PRDX6	0.499809635211475	-0.513101460287678
ACSS3	0.499809635211475	-0.513020061217066
PRORY	0.499809635211475	-0.512957992087311
UHRF2	0.499809635211475	-0.512800768613881
CLEC3A	0.499809635211475	-0.512616621351648
SYCE1L	0.499809635211475	-0.512614102092011
GPR50	0.499809635211475	-0.512597478621548
TMEM260	0.499809635211475	-0.512330551374844
ZDHHC21	0.499809635211475	-0.512325040301846
SLC35A5	0.499809635211475	-0.512271836012656
LACTB2	0.499809635211475	-0.512161614365333
FAM150A	0.499809635211475	-0.512076537211729
CCDC112	0.499809635211475	-0.512060958773424
ZNF134	0.499809635211475	-0.511833314227324
FAM195B	0.499809635211475	-0.511799981390806
C7orf33	0.499809635211475	-0.511780546577386
CCDC81	0.499809635211475	-0.511746260477048
C1orf50	0.499809635211475	-0.511572755686086
CLEC2B	0.499809635211475	-0.511542864025463
FAM129A	0.499809635211475	-0.511514149195953
DOK4	0.499809635211475	-0.511509484464537
ATG9B	0.499809635211475	-0.511473436873755
RPS4Y2	0.499809635211475	-0.511407934356582
NIPSNAP3A	0.499809635211475	-0.511364138632086
KHDC1	0.499809635211475	-0.511357204213101
SIRT5	0.499809635211475	-0.511075449327775
CBWD1	0.499809635211475	-0.51103850384189
ANKRD34B	0.499809635211475	-0.510991190954834
CCDC51	0.499809635211475	-0.51078866306934
C17orf64	0.499809635211475	-0.510758974443258
ZNF211	0.499809635211475	-0.510743578140638
CXorf40B	0.499809635211475	-0.510730113390486
LOC100130480	0.499809635211475	-0.510372577497564
UGT3A1	0.499809635211475	-0.510306728275911
SLC44A1	0.499809635211475	-0.510195519127735
IP6K1	0.499809635211475	-0.510182961438188
CASC1	0.499809635211475	-0.510182952051096
HAT1	0.499809635211475	-0.510180045500724
C5orf51	0.499809635211475	-0.509983540362012
EDN1	0.499809635211475	-0.50987626633482
ZCCHC16	0.499809635211475	-0.509875051953917
OR8H2	0.499809635211475	-0.509842441842171
STX1A	0.499809635211475	-0.509811579022122
LECT2	0.499809635211475	-0.509475808897908
SMARCA1	0.499809635211475	-0.509470871823313
DCUN1D2	0.499809635211475	-0.509466428513549
POTEB3	0.499809635211475	-0.509409111190063
SRD5A2	0.499809635211475	-0.509304884594161
LAIR2	0.499809635211475	-0.509212133067362
ADTRP	0.499809635211475	-0.50901916655182
IL4	0.499809635211475	-0.508838527857312
AIMP1	0.499809635211475	-0.508821636979825
SAP30L	0.499809635211475	-0.50872442304363
OR4A15	0.499809635211475	-0.508689328020349
ZNF705D	0.499809635211475	-0.508523898609857
BANF2	0.499809635211475	-0.508247468042285
TNMD	0.499809635211475	-0.508057854221343
MIR205HG	0.499809635211475	-0.508049140551445
PLSCR4	0.499809635211475	-0.507893355799115
IRGQ	0.499809635211475	-0.507697251650758
MAGED1	0.499809635211475	-0.507480147050087
TRIM38	0.499809635211475	-0.50734733456027
SH3RF1	0.499809635211475	-0.507258877498351
IL8	0.499809635211475	-0.507252538092365
ZNF44	0.499809635211475	-0.507240372273958
KCTD4	0.499809635211475	-0.507019680165271
FAM117B	0.499809635211475	-0.506871727147754
THEMIS2	0.499809635211475	-0.506294606524339
SAR1B	0.499809635211475	-0.506293474946576
NLN	0.499809635211475	-0.506290209441305
SAGE1	0.499809635211475	-0.506282404851608
DSEL	0.499809635211475	-0.506263678524344
GABRA4	0.499809635211475	-0.506232342269746
TAS2R8	0.499809635211475	-0.506224634537618
CRISP3	0.499809635211475	-0.505960550176395
TMX3	0.499809635211475	-0.505923083634463
NKX6-2	0.499809635211475	-0.505643442469149
METTL21B	0.499809635211475	-0.505518102261674
ERVV-2	0.499809635211475	-0.505433345355385
NLRP10	0.499809635211475	-0.5053158859242
MID1	0.499809635211475	-0.50513471630753
PTH2R	0.499809635211475	-0.504871751309475
SELL	0.499809635211475	-0.504854712380801
H2AFY	0.499809635211475	-0.504813481613335
CCNG2	0.499809635211475	-0.504621861218369
PTPLAD2	0.499809635211475	-0.504448964278878
TMLHE	0.499809635211475	-0.504286506768663
SOX1	0.499809635211475	-0.504235084809026
CHAC2	0.499809635211475	-0.504056068952459
UPP2	0.499809635211475	-0.504019191920226
VKORC1L1	0.499809635211475	-0.503993765484816
ADH5	0.499809635211475	-0.503970458572578
CTBP1	0.499809635211475	-0.50394002874745
C15orf48	0.499809635211475	-0.503787032297903
HMBOX1	0.499809635211475	-0.50370407987348
DEPDC1	0.499809635211475	-0.503686960521987
CXorf27	0.499809635211475	-0.503534026897225
CLIC1	0.499809635211475	-0.503415990499934
GTSF1	0.499809635211475	-0.503353440432626
CYP3A7	0.499809635211475	-0.503202900903139
EFHD2	0.499809635211475	-0.503168204468011
SPATA25	0.499809635211475	-0.50313806937189
KIZ	0.499809635211475	-0.50313145632696
PLA2G12A	0.499809635211475	-0.502943451069096
CCDC177	0.499809635211475	-0.502173523777681
EPPIN-WFDC6	0.499809635211475	-0.502007325180247
TFAP2D	0.499809635211475	-0.501935782828601
TNFSF18	0.499809635211475	-0.501700110843478
PRRG3	0.499809635211475	-0.501696679148661
ZNF75D	0.499809635211475	-0.501612156062069
BMP5	0.499809635211475	-0.501418040251528
MC2R	0.499809635211475	-0.501203710350794
ATF3	0.499809635211475	-0.500881714130535
C21orf62	0.499809635211475	-0.50086504544737
MAP1LC3C	0.499809635211475	-0.500820705984578
ABCB6	0.499809635211475	-0.500779495292063
WFDC12	0.499809635211475	-0.500656616532895
ELAVL1	0.499809635211475	-0.500610329830786
CCNYL1	0.499809635211475	-0.500486062286086
TRAT1	0.499809635211475	-0.500092894043823
ZNF18	0.499809635211475	-0.499936944506369
SMURF2	0.499809635211475	-0.499909128420319
OR5M10	0.499809635211475	-0.499888218068155
CD99L2	0.499809635211475	-0.499868628394783
PGBD1	0.499809635211475	-0.499868567743793
PSME3	0.499809635211475	-0.499677137180789
MAS1	0.499809635211475	-0.499609848595366
SYAP1	0.499809635211475	-0.499535619218773
PKD1L2	0.499809635211475	-0.499421943534962
C7orf25	0.499809635211475	-0.499387838946333
PSG5	0.499809635211475	-0.49932562977009
RTP4	0.499809635211475	-0.499266440324577
CAMK2N2	0.499809635211475	-0.499244308435211
OR52M1	0.499809635211475	-0.499200670762568
LIPN	0.499809635211475	-0.499045538099666
SCRT2	0.499809635211475	-0.498973583539581
FKBP3	0.499809635211475	-0.498951336958371
CASP2	0.499809635211475	-0.498943776543686
FGF8	0.499809635211475	-0.498926380428092
ZFYVE16	0.499809635211475	-0.498870515710959
GFRA1	0.499809635211475	-0.498761723670346
GCFC2	0.499809635211475	-0.498590092080099
RELL1	0.499809635211475	-0.498397401371516
ESCO1	0.499809635211475	-0.498305987665179
POTEM	0.499809635211475	-0.498268611691807
UCP3	0.499809635211475	-0.498180056137215
C11orf85	0.499809635211475	-0.498132957094361
TNFRSF10D	0.499809635211475	-0.497908764617107
RGS12	0.499809635211475	-0.497750279655093
CITED4	0.499809635211475	-0.497725563746442
HEYL	0.499809635211475	-0.497603497474538
PPBP	0.499809635211475	-0.497592627516417
C4A	0.499809635211475	-0.497426894778362
OR6C2	0.499809635211475	-0.497101602964917
TMEM39A	0.499809635211475	-0.497069396937607
APOBEC4	0.499809635211475	-0.496919360430218
FOCAD	0.499809635211475	-0.496861488939277
CIB1	0.499809635211475	-0.496760565195599
TAS2R38	0.499809635211475	-0.496591551110973
PRSS35	0.499809635211475	-0.496587452147868
PLAC8L1	0.499809635211475	-0.496464287068468
UBXN2A	0.499809635211475	-0.496291194512999
OR5A2	0.499809635211475	-0.496205242321406
GNAI1	0.499809635211475	-0.496046209259223
RNF115	0.499809635211475	-0.495989542038433
SPIN2A	0.499809635211475	-0.495905824881593
CSTA	0.499809635211475	-0.495841112295645
LOC100127983	0.499809635211475	-0.4957152211653
PCSK1N	0.499809635211475	-0.495680150715989
FBXL3	0.499809635211475	-0.495670426626366
GDI1	0.499809635211475	-0.495515921727689
CHODL	0.499809635211475	-0.495463873639478
SAA2	0.499809635211475	-0.495451803962792
SH3BGRL	0.499809635211475	-0.495304296324974
RBM11	0.499809635211475	-0.495218848910393
IL10	0.499809635211475	-0.495155661747019
SDPR	0.499809635211475	-0.494892709807792
FGF20	0.499809635211475	-0.494758838023269
AFP	0.499809635211475	-0.494721708346602
MYL1	0.499809635211475	-0.494650458328947
NME1	0.499809635211475	-0.49459579630883
ABCD1	0.499809635211475	-0.494559239248786
CUZD1	0.499809635211475	-0.494503243817814
IFNA17	0.499809635211475	-0.494421156504019
HECTD4	0.499809635211475	-0.494394380503545
OR8I2	0.499809635211475	-0.493977860190909
DEDD	0.499809635211475	-0.4939600487877
KCTD6	0.499809635211475	-0.493612736937992
GSTA5	0.499809635211475	-0.49359192409458
FAM229B	0.499809635211475	-0.493388209820826
USP28	0.499809635211475	-0.493359394003332
OR2L3	0.499809635211475	-0.493296236321713
LOC286238	0.499809635211475	-0.493241821931746
TRPM3	0.499809635211475	-0.493134220239211
KBTBD6	0.499809635211475	-0.492906211580663
WDR64	0.499809635211475	-0.492882064112155
OR5L2	0.499809635211475	-0.492874448912408
PSIP1	0.499809635211475	-0.492649347866296
TYW3	0.499809635211475	-0.492635281820086
CHST6	0.499809635211475	-0.492612532307351
CBX8	0.499809635211475	-0.492592605406156
MGARP	0.499809635211475	-0.492588436570338
GPR128	0.499809635211475	-0.492582782772318
P2RY13	0.499809635211475	-0.492400721433155
VRK2	0.499809635211475	-0.49239659122878
OR6C74	0.499809635211475	-0.492382802735994
SPATA31C1	0.499809635211475	-0.492246154558747
DEFB105B	0.499809635211475	-0.492197411818265
DEFB105A	0.499809635211475	-0.492197411818265
IL11	0.499809635211475	-0.492103680686839
SPRY4	0.499809635211475	-0.492100984628983
SPATC1L	0.499809635211475	-0.492057711421349
OR8K5	0.499809635211475	-0.492037026753983
MAPKAPK3	0.499809635211475	-0.492030675108496
RGS6	0.499809635211475	-0.491885535936911
MOB1A	0.499809635211475	-0.491815158099761
LY6H	0.499809635211475	-0.491383904779476
SERPINB4	0.499809635211475	-0.491291854968313
VN1R5	0.499809635211475	-0.491259342838371
NQO2	0.499809635211475	-0.491064325186249
NAA11	0.499809635211475	-0.490810736962263
PIR	0.499809635211475	-0.490786197441055
KIAA1161	0.499809635211475	-0.490731667356937
CDK19	0.499809635211475	-0.490325346886699
PGR	0.499809635211475	-0.490237113133365
TEAD4	0.499809635211475	-0.490199152935626
STX2	0.499809635211475	-0.490160242888445
ATG5	0.499809635211475	-0.490149443893897
COL8A1	0.499809635211475	-0.490114434898159
ZNF138	0.499809635211475	-0.490085586881098
ERMN	0.499809635211475	-0.489930681106584
RNF2	0.499809635211475	-0.489845318132574
SPTY2D1	0.499809635211475	-0.489784470725642
TTC32	0.499809635211475	-0.489651628004156
ZNF330	0.499809635211475	-0.489643570089618
DYNLT3	0.499809635211475	-0.489439599083643
MCHR2	0.499809635211475	-0.489289113528501
ZNF69	0.499809635211475	-0.489171831779301
PRSS23	0.499809635211475	-0.489063663985859
GPR174	0.499809635211475	-0.488945031850009
NCEH1	0.499809635211475	-0.488895888846411
CCDC107	0.499809635211475	-0.488164298566798
TMED7-TICAM2	0.499809635211475	-0.488115796894217
NPIPA2	0.499809635211475	-0.487911517437272
NPIPA3	0.499809635211475	-0.487911517437272
ZNF10	0.499809635211475	-0.487380262852499
PIBF1	0.499809635211475	-0.487371690397035
IL5RA	0.499809635211475	-0.487322547566143
BTG1	0.499809635211475	-0.487069513991225
IRAK1BP1	0.499809635211475	-0.487055594932952
OR7A5	0.499809635211475	-0.486829417300766
OAT	0.499809635211475	-0.486572335954534
DESI2	0.499809635211475	-0.486526474918679
RAB12	0.499809635211475	-0.486249767105194
FAM78B	0.499809635211475	-0.486179505062267
TNFAIP8	0.499809635211475	-0.486127460517617
FAM162B	0.499809635211475	-0.485973661640637
CCL7	0.499809635211475	-0.485826415275482
UBQLNL	0.499809635211475	-0.485575237321656
ANGPTL3	0.499809635211475	-0.485252244814769
KRTAP21-1	0.499809635211475	-0.485237066554629
SCP2	0.499809635211475	-0.485179315575866
CD82	0.499809635211475	-0.48516160932183
ARSH	0.499809635211475	-0.485147748967328
ORM2	0.499809635211475	-0.484981260547339
BEND6	0.499809635211475	-0.484929436002915
OR2T5	0.499809635211475	-0.484630151311306
BST2	0.499809635211475	-0.484480199171441
SHKBP1	0.499809635211475	-0.484186121975342
OPRK1	0.499809635211475	-0.484120995694144
FZD1	0.499809635211475	-0.484089088113809
OR2A7	0.499809635211475	-0.484054211379158
SPATA4	0.499809635211475	-0.483736516873249
RBM24	0.499809635211475	-0.483439308331535
C10orf67	0.499809635211475	-0.483243742636087
ACAT1	0.499809635211475	-0.483111361987373
PBDC1	0.499809635211475	-0.482922685089493
SLC25A6	0.499809635211475	-0.48288329850525
PSORS1C1	0.499809635211475	-0.482752892669347
DLX4	0.499809635211475	-0.482585780065981
RBMY1E	0.499809635211475	-0.4821338486338
ST20	0.499809635211475	-0.482006000932056
RAB2B	0.499809635211475	-0.481952008516368
CGA	0.499809635211475	-0.481831192143802
TXNDC8	0.499809635211475	-0.48176873631291
CNTNAP3	0.499809635211475	-0.481435578950421
BMPR1A	0.499809635211475	-0.481230947644469
WDSUB1	0.499809635211475	-0.481225350419858
MTERFD3	0.499809635211475	-0.481220226051701
AMACR	0.499809635211475	-0.481154790266077
ZRANB3	0.499809635211475	-0.480924481572586
ANO4	0.499809635211475	-0.480748983043532
SMCO2	0.499809635211475	-0.480624893916786
TAB3	0.499809635211475	-0.480616177836023
OR52E4	0.499809635211475	-0.48052015549745
C14orf105	0.499809635211475	-0.480321413329811
STAT1	0.499809635211475	-0.48024701382355
AASS	0.499809635211475	-0.480236293850864
WFDC5	0.499809635211475	-0.479748977037594
FAM172A	0.499809635211475	-0.479736018355846
SPSB1	0.499809635211475	-0.479659159628176
PAGE2B	0.499809635211475	-0.479219304942313
VSIG1	0.499809635211475	-0.479111135380629
MAGEA3	0.499809635211475	-0.478928145248801
C17orf78	0.499809635211475	-0.478712104809092
THTPA	0.499809635211475	-0.478158134440247
BRS3	0.499809635211475	-0.478062678341807
PCDHA10	0.499809635211475	-0.478025995834948
SULT1A1	0.499809635211475	-0.478024056903029
TGFBR2	0.499809635211475	-0.477744808655646
LY6G6D	0.499809635211475	-0.477743332311909
FBXO36	0.499809635211475	-0.477551315930491
RING1	0.499809635211475	-0.477447961029995
FBXL15	0.499809635211475	-0.477392297587165
POMK	0.499809635211475	-0.477241539720346
OR14J1	0.499809635211475	-0.477232390206269
PDCL2	0.499809635211475	-0.47721130672163
DUPD1	0.499809635211475	-0.476882298970478
OR56A1	0.499809635211475	-0.476859994212001
ADH6	0.499809635211475	-0.476663397027965
TBC1D19	0.499809635211475	-0.476628874178215
CLEC12B	0.499809635211475	-0.47655198425934
IL13RA1	0.499809635211475	-0.476412675803063
GUCY2F	0.499809635211475	-0.476160077487943
UBTFL1	0.499809635211475	-0.476137997175581
SPINT3	0.499809635211475	-0.475697711162403
CSN1S1	0.499809635211475	-0.475667532733677
STOX1	0.499809635211475	-0.475425149647874
KCNRG	0.499809635211475	-0.475405762032532
TP53BP2	0.499809635211475	-0.474832945416409
ZNF23	0.499809635211475	-0.47466895453652
FABP4	0.499809635211475	-0.474647413328421
WWOX	0.499809635211475	-0.474267043833519
C1orf54	0.499809635211475	-0.474221636144192
CAV1	0.499809635211475	-0.474037580879301
P4HA2	0.499809635211475	-0.473984599228373
RAB30	0.499809635211475	-0.473971579133903
NCALD	0.499809635211475	-0.473678496152674
FAM131A	0.499809635211475	-0.473658087449995
LY96	0.499809635211475	-0.473618280014416
TBL1X	0.499809635211475	-0.473577136443404
OTC	0.499809635211475	-0.473217799171389
OPA3	0.499809635211475	-0.472864867461886
EOGT	0.499809635211475	-0.472708890420142
CXorf48	0.499809635211475	-0.472646257759832
SUCNR1	0.499809635211475	-0.472608975436751
IL3RA	0.499809635211475	-0.472583943950693
SAMD12	0.499809635211475	-0.472543562362311
GAS2L3	0.499809635211475	-0.472432738797746
SDC2	0.499809635211475	-0.472379333161916
SESN2	0.499809635211475	-0.472171746127121
ABCG1	0.499809635211475	-0.472097942345365
CLEC7A	0.499809635211475	-0.471994767724094
RAD9B	0.499809635211475	-0.471794350682443
ZNF208	0.499809635211475	-0.471612260538571
GPR101	0.499809635211475	-0.471385665583003
TOX	0.499809635211475	-0.471352222296272
GCSAML	0.499809635211475	-0.471088311831528
RGS18	0.499809635211475	-0.471047727412481
ELOVL4	0.499809635211475	-0.470957550168978
SAMD3	0.499809635211475	-0.470638918141768
DNAJB14	0.499809635211475	-0.47041560173889
ZFP2	0.499809635211475	-0.470358830206471
ANK1	0.499809635211475	-0.470353317949596
RPUSD1	0.499809635211475	-0.470290739861245
HPGDS	0.499809635211475	-0.469874495310413
ZNF396	0.499809635211475	-0.469596596154692
SEMA3A	0.499809635211475	-0.469296537192059
FAM107B	0.499809635211475	-0.468994771102665
ZNF443	0.499809635211475	-0.468745328618568
FSHB	0.499809635211475	-0.46865862785139
TBX10	0.499809635211475	-0.468072747244051
SPACA7	0.499809635211475	-0.468058083583747
ACOT13	0.499809635211475	-0.468020908706547
NIPAL2	0.499809635211475	-0.467987919658501
F2R	0.499809635211475	-0.467914852923688
IFT80	0.499809635211475	-0.467896613044687
KLHDC10	0.499809635211475	-0.467743658004077
GLO1	0.499809635211475	-0.467689169743981
TMEM42	0.499809635211475	-0.467551820908661
OR10G4	0.499809635211475	-0.467436005508413
MLEC	0.499809635211475	-0.467066839254081
MME	0.499809635211475	-0.466968925211984
PPP1R12C	0.499809635211475	-0.466857780037708
KATNBL1	0.499809635211475	-0.466727171192016
GSK3B	0.499809635211475	-0.466546944499639
PNMAL2	0.499809635211475	-0.46620977832293
PPAP2A	0.499809635211475	-0.466158876583121
CAMK1D	0.499809635211475	-0.466063634214768
CYP2C9	0.499809635211475	-0.465983708799703
DUSP19	0.499809635211475	-0.465656926331696
LEFTY2	0.499809635211475	-0.465602671462054
SLC38A9	0.499809635211475	-0.465494856865538
DHX32	0.499809635211475	-0.465469708294173
HEMGN	0.499809635211475	-0.465466551425825
HEY1	0.499809635211475	-0.465209867185808
RAD51AP2	0.499809635211475	-0.465108722003412
TTC21B	0.499809635211475	-0.465071148307054
CD59	0.499809635211475	-0.465034091773294
EFCAB1	0.499809635211475	-0.465022386685822
ORMDL1	0.499809635211475	-0.464947351961764
RABAC1	0.499809635211475	-0.464762755863896
C14orf132	0.499809635211475	-0.464749820760939
LZTFL1	0.499809635211475	-0.464699039098146
MEIOB	0.499809635211475	-0.464639168017356
HNRNPCL2	0.499809635211475	-0.464630422353218
CCSER1	0.499809635211475	-0.464611007910232
IFT43	0.499809635211475	-0.464529697386351
MSX1	0.499809635211475	-0.464443946597946
RAB5A	0.499809635211475	-0.463773556402908
FAM122B	0.499809635211475	-0.463449432761478
IL7	0.499809635211475	-0.463141365320356
SPIC	0.499809635211475	-0.462837107194813
FAM228A	0.499809635211475	-0.462542223098202
CYLC2	0.499809635211475	-0.462104293519451
WASF2	0.499809635211475	-0.46196229137193
NXT2	0.499809635211475	-0.461853499675514
OR1S1	0.499809635211475	-0.461794804044052
LTBP4	0.499809635211475	-0.461771538187682
P2RY4	0.499809635211475	-0.460663461797663
KRT18	0.499809635211475	-0.460527964099166
PRAMEF16	0.499809635211475	-0.460524555792042
RORA	0.499809635211475	-0.460350481994826
JUND	0.499809635211475	-0.460346821096464
ALKBH8	0.499809635211475	-0.460345711299288
C12orf66	0.499809635211475	-0.460259182679276
AHI1	0.499809635211475	-0.460072704284269
ZNF3	0.499809635211475	-0.459975340799614
CYP4F3	0.499809635211475	-0.459948975059175
NADK2	0.499809635211475	-0.459764391806864
PARP2	0.499809635211475	-0.459717031149177
BRK1	0.499809635211475	-0.459631790180899
RNF39	0.499809635211475	-0.459516145834957
SPINK14	0.499809635211475	-0.459380959835347
FAAH2	0.499809635211475	-0.459321764323518
KIAA1257	0.499809635211475	-0.458919163696622
PTPRO	0.499809635211475	-0.45890150116211
VAMP1	0.499809635211475	-0.458561267178568
YIPF6	0.499809635211475	-0.458499710578937
FAM183A	0.499809635211475	-0.458461214892993
TES	0.499809635211475	-0.458436792225102
C8orf82	0.499809635211475	-0.458415127280664
MMP12	0.499809635211475	-0.458367589597884
DNASE2B	0.499809635211475	-0.458357796737622
ARMCX3	0.499809635211475	-0.458357447189772
C11orf71	0.499809635211475	-0.457976217138597
PLA2G2C	0.499809635211475	-0.457965074313902
KLHDC2	0.499809635211475	-0.457914385993416
PIM2	0.499809635211475	-0.45760753020184
C11orf45	0.499809635211475	-0.457559908074621
FGF12	0.499809635211475	-0.457304598913211
CASP3	0.499809635211475	-0.457242147724827
PLEKHA1	0.499809635211475	-0.457134153424472
EBAG9	0.499809635211475	-0.45709724746896
DKK4	0.499809635211475	-0.456786820917957
GAGE12J	0.499809635211475	-0.456697589307928
INPP1	0.499809635211475	-0.456658442522786
POU4F1	0.499809635211475	-0.456566089138887
ST3GAL6	0.499809635211475	-0.456383536047047
OR12D3	0.499809635211475	-0.456236391636701
CAB39L	0.499809635211475	-0.456117319681745
ISOC1	0.499809635211475	-0.456034061885803
FAM209A	0.499809635211475	-0.455767727582154
PTPDC1	0.499809635211475	-0.455517795387565
LXN	0.499809635211475	-0.455379661195889
ANKRD18B	0.499809635211475	-0.455162060281948
STOM	0.499809635211475	-0.454839538508932
GLYATL1	0.499809635211475	-0.454128549694554
PSTPIP2	0.499809635211475	-0.454087440578894
GYPE	0.499809635211475	-0.454079790266728
MLXIP	0.499809635211475	-0.454005972059861
FUNDC2	0.499809635211475	-0.453849511151335
MAGEA6	0.499809635211475	-0.453788854149984
VCX2	0.499809635211475	-0.45352651500774
LHFPL3	0.499809635211475	-0.453330613017176
DSTN	0.499809635211475	-0.452748175213988
TSPAN12	0.499809635211475	-0.45274128639573
YTHDF3	0.499809635211475	-0.452236016368444
ZNF611	0.499809635211475	-0.452185192473319
ZNF716	0.499809635211475	-0.4520127925311
ZIC1	0.499809635211475	-0.451670218865263
ATP8B4	0.499809635211475	-0.45165807025803
GPR115	0.499809635211475	-0.451654047336955
C15orf65	0.499809635211475	-0.451296841962388
LYN	0.499809635211475	-0.451283894340245
ZNF630	0.499809635211475	-0.451266551486241
SPEG	0.499809635211475	-0.451083447558642
RAB19	0.499809635211475	-0.450678598218583
BTLA	0.499809635211475	-0.450654494477654
MLH3	0.499809635211475	-0.45028821481064
WWP2	0.499809635211475	-0.450260687391418
ZNF286A	0.499809635211475	-0.45016661200946
C1orf174	0.499809635211475	-0.449890935040187
OR6C65	0.499809635211475	-0.449652319464274
RNASE11	0.499809635211475	-0.449590549724225
HLX	0.499809635211475	-0.449418912060585
ASMTL	0.499809635211475	-0.448977743859008
PMAIP1	0.499809635211475	-0.448801855828656
NCKAP1	0.499809635211475	-0.448711670729629
HSD17B8	0.499809635211475	-0.448492949539886
TYW5	0.499809635211475	-0.448436178254775
DGUOK	0.499809635211475	-0.447771091290839
SCGB1A1	0.499809635211475	-0.447518320442705
SRA1	0.499809635211475	-0.447494552802914
MANBA	0.499809635211475	-0.447282270129954
SLC25A53	0.499809635211475	-0.447227272304236
ZNF235	0.499809635211475	-0.447222737029739
SPATA1	0.499809635211475	-0.447149204968068
USP26	0.499809635211475	-0.447019105032576
PROL1	0.499809635211475	-0.446921602335846
PDE4D	0.499809635211475	-0.446907053403032
C18orf42	0.499809635211475	-0.4466133819848
GSKIP	0.499809635211475	-0.446434938817098
C7orf10	0.499809635211475	-0.446428960160316
SPANXN5	0.499809635211475	-0.446365489887843
SPP2	0.499809635211475	-0.446355378142976
ZNF829	0.499809635211475	-0.446246003110759
CFHR1	0.499809635211475	-0.446208634307638
OR51L1	0.499809635211475	-0.446084077139948
GLOD5	0.499809635211475	-0.446048303577784
SPIN4	0.499809635211475	-0.445982797484566
C9orf57	0.499809635211475	-0.445881529360479
CASP4	0.499809635211475	-0.445838387199268
DAPL1	0.499809635211475	-0.445580545278888
LRRN1	0.499809635211475	-0.445305322208718
TMEM14A	0.499809635211475	-0.445046149135088
FAM227A	0.499809635211475	-0.444959904895963
PRAMEF17	0.499809635211475	-0.444709497212649
ATXN3L	0.499809635211475	-0.444348356668607
ATPAF1	0.499809635211475	-0.444295393070619
CHRDL1	0.499809635211475	-0.443991100438317
SELT	0.499809635211475	-0.44366822993222
UBE2NL	0.499809635211475	-0.443357697121761
PITPNB	0.499809635211475	-0.443290012609889
CDV3	0.499809635211475	-0.443273852297801
ZDHHC15	0.499809635211475	-0.44324126572483
FRK	0.499809635211475	-0.442181049074638
SLC35F2	0.499809635211475	-0.44189832590275
EYS	0.499809635211475	-0.441749455959266
TCAF2	0.499809635211475	-0.441628575922554
IGLL5	0.499809635211475	-0.441298653256258
TMEFF1	0.499809635211475	-0.44116668130589
C1orf141	0.499809635211475	-0.441042632632063
DTWD2	0.499809635211475	-0.440955630202461
